Serial Number,Device Name,Device Model,Software Version,Verdict,UpgradeTO,TimeUpgraded,TimeZoneOfUpgrade,DayOfUpgrade,DateUpgraded,Tags,Notes
JAE19040B25,WA-LAN-CORE0100,WS-C4500X-32,03.06.01.E,non-compliant,03.11.07.E,14:07:10,EST,Sat,Jan 26 2019,10.2.0.0,CityPoint
