Device Name,DiskSpacePreCleanUp,DiskSpacePostCleanUp,RecoveredSpace,Location
SWA-FPR1120-FTD01,13.87 GB, 15.27 GB,1.4 GB,600 BROADWAY SEATTLE WA 98122-5229 United States
