Device Name,DiskSpacePreCleanUp,DiskSpacePostCleanUp,RecoveredSpace,Location
DTX-MRT-5506X-ASA01,3.87 GB, 4.34 GB,0.47 GB,12222 Merit Dr Suite 700 Dallas TX 75251
