Serial Number,Device Name,Software Version,Verdict,UpgradeTO,Tags,Notes
JMX2413X15D,SWA-FPR1120-FTD01,9.13(1)7,non-compliant,9.15(1)7,10.8.0.1,600 BROADWAY SEATTLE WA 98122-5229 United States
