Serial Number,Device Name,Software Version,Verdict,UpgradeTO,TimeUpgraded,TimeZoneOfUpgrade,DayOfUpgrade,DateUpgraded,Tags,Notes
FJC261017NA,wc-lan-oob-sw0102,17.06.03,non-compliant,17.09.04,15:32:37,PDT,Tue,Jul 26 2022,10.198.219.2,Equinix SV3 Cage SV3:01:003060:Wolters 1735 Lundy Ave San Jose CA 95131 US
