Serial Number,Device Name,Device Model,Software Version,Verdict,UpgradeTO,TimeUpgraded,TimeZoneOfUpgrade,DayOfUpgrade,DateUpgraded,Tags,Notes
FJC261017P2,eu-lan-oob-sw0105,C9300L-48T-4X,17.06.03,non-compliant,17.09.04,12:58:42,CST,Wed,Aug 17 2022,10.198.218.2,Equinix FR4 Cage FR4:0G:0FM300:Wolters Larchenstrasse 110 Frankfurt Griesheim DE 65933 DE
