#, name,sourceZones, destZones, sourceNetworks, destNetworks, sourcePorts,destPorts, URL, APP, VLAN, Action, Enable, ipsPolicy, variableSet, filePolicy, logBegin, logEnd, sendEventsToFMC, syslogConfig, TimeRangeObject, Comments
11, eu-198.52.89.254 in, outside, DMZ3050;DMZ3054;DMZ3056;outside_mng;Inside3058, redwood-agent01q.utd.com;redwood-agent02q.utd.com;redwood-agent06q;redwood-agent07q;redwood-agent09q;redwood-agent08q;redwood-agent10q;redwood-agent11q;redwood-agent12q;irtest01q.utd.com;irtest02q.utd.com;OBJ-10.31.254.0;NET_10.1.30.0_24;NET_10.1.31.0_24;HOST_10.1.120.2;osnode01d;osnode02d;osnode03d;prodmon_agent01;prodmon_agent02;prodmon_agent03;osmaster01d;cdb01pch;ASA_RSAIPOOL;NET_10.1.113.192_26;OBJ-10.71.0.0;edex01q;HOST_10.1.110.199;NET_10.1.254.0_24;NET_10.1.101.0_24;OBJ-10.2.0.0;IPv4-Private-192.168.0.0-16;OBJ-10.29.254.0;HOST_68.236.108.2;OBJ-10.1.110.210;IRTEST01Q, NET_10.30.0.0_16, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
12, eu-198.52.89.254 out, DMZ3050;DMZ3054;DMZ3056;outside_mng;Inside3058, outside, NET_10.30.0.0_16, redwood-agent01q.utd.com;redwood-agent02q.utd.com;redwood-agent06q;redwood-agent07q;redwood-agent09q;redwood-agent08q;redwood-agent10q;redwood-agent11q;redwood-agent12q;irtest01q.utd.com;irtest02q.utd.com;OBJ-10.31.254.0;NET_10.1.30.0_24;NET_10.1.31.0_24;HOST_10.1.120.2;osnode01d;osnode02d;osnode03d;prodmon_agent01;prodmon_agent02;prodmon_agent03;osmaster01d;cdb01pch;ASA_RSAIPOOL;NET_10.1.113.192_26;OBJ-10.71.0.0;edex01q;HOST_10.1.110.199;NET_10.1.254.0_24;NET_10.1.101.0_24;OBJ-10.2.0.0;IPv4-Private-192.168.0.0-16;OBJ-10.29.254.0;HOST_68.236.108.2;OBJ-10.1.110.210;IRTEST01Q, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
13, inside-in_#1, Inside3058, Any, 10.1.101.105;sharedapp03p;sepmgr01p, ECWebAppServers-EU_MIG, Any, Symantec-AV-Management-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' SA 6.22.18'}]]
14, inside-in_#2, Inside3058, Any, 10.1.30.0/24, ECWebAppServers-EU_MIG, Any, Symantec-AV-Management-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
15, inside-in_#3, Inside3058, Any, Waltham_Central_DB_4.17.19-EU_MIG;oradb02p, ecmon0905p-bk, Any, netIQ2_tcp-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
16, inside-in_#4, Inside3058, Any, NetIQSystems-EU_MIG, ECWebAppServers-EU_MIG, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' NetIQ_6.25.15 - Edit'}]]
17, inside-in_#5, Inside3058, Any, NetIQSystems-EU_MIG, Database-Servers-EU_MIG, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' NetIQ_6.25.15 - Edit'}]]
18, inside-in_#6, Inside3058, Any, Nagios_Servers-EU_MIG, 10.30.0.0/16, Any, obj_tcp_5567;obj_tcp_5666;obj_tcp_80;obj_tcp_22;obj_tcp_12489;obj_tcp_161, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' For Nagios Waltham to WF'}]]
19, inside-in_#7, Inside3058, Any, TechGroup-EU_MIG, any, Any, 80, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
20, inside-in_#8, Inside3058, Any, TechGroup-EU_MIG, any, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
21, inside-in_#9, Inside3058, Any, TechGroup-EU_MIG, any, Any, 22, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
22, inside-in_#10, Inside3058, Any, TechGroup-EU_MIG, any, Any, Dell_OpenManage_Server_Admin, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Dell_OpenManage_Server_Admin'}]]
23, inside-in_#11, Inside3058, Any, TechGroup-EU_MIG, any, Any, PCAnywhere_tcp, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
24, inside-in_#12, Inside3058, Any, TechGroup-EU_MIG, any, Any, PCAnywhere_udp, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
25, inside-in_#13, Inside3058, Any, TechGroup-EU_MIG, 10.30.56.0/24, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
26, inside-in_#14, Inside3058, Any, TechGroup-EU_MIG, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
27, inside-in_#15, Inside3058, Any, TechGroup-EU_MIG, 10.30.50.101;10.30.50.200;10.30.50.230;ecweb0105p-bk;ecweb0205p-bk, Any, 6081, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' For Varnish monitoring and testing'}]]
28, inside-in_#16, Inside3058, Any, TechGroup-EU_MIG, ecapp0505p;ecapp0605p;ecapp1005p;ecapp1105p, Any, 2837, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' R1 Console Connectivity'}]]
29, inside-in_#17, Inside3058, Any, any, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
30, inside-in_#18, Inside3058, Any, 10.1.101.0/24, 10.30.0.0/16, Any, Cisco-LMS-UDP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
31, inside-in_#19, Inside3058, Any, Waltham_Central_DB_4.17.19-EU_MIG;oradb03p, 10.30.0.0/16, Any, Cisco-LMS-TCP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
32, inside-in_#20, Inside3058, Any, TechGroup-EU_MIG, Database-Servers-EU_MIG, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
33, inside-in_#21, Inside3058, Any, TechGroup-EU_MIG, 10.30.0.0/16, Any, 5900, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
34, inside-in_#22, Inside3058, Any, WalthamDBServers-EU_MIG, Database-Servers-EU_MIG, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
35, inside-in_#23, Inside3058, Any, TechGroup-EU_MIG, Tomcat-Servers-EU_MIG, Any, 8080, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
36, inside-in_#24, Inside3058, Any, TechGroup-EU_MIG, 10.30.0.0/16, Any, 5901, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
37, inside-in_#25, Inside3058, Any, TechGroup-EU_MIG, 10.30.0.0/16, Any, DellLVMSwitch, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
38, inside-in_#26, Inside3058, Any, 192.168.0.26;repliweb01p, ECWebAppServers-EU_MIG, Any, R1Replication, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
39, inside-in_#27, Inside3058, Any, WalthamDBServers-EU_MIG, Database-Servers-EU_MIG, Any, 61616, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
40, inside-in_#28, Inside3058, Any, WalthamDBServers-EU_MIG, Database-Servers-EU_MIG, Any, 61617, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
41, inside-in_#29, Inside3058, Any, 10.1.101.126;oramon03p;oramon01p, Database-Servers-EU_MIG, Any, DBReplication-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
42, inside-in_#30, Inside3058, Any, TechGroup-EU_MIG, Database-Servers-EU_MIG, Any, 1099, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
43, inside-in_#31, Inside3058, Any, TechGroup-EU_MIG, Database-Servers-EU_MIG, Any, 8161, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' ActiveMQ (JMS Broker) version 5.2 includes a monitoring web applicationserved up 8161'}]]
44, inside-in_#32, Inside3058, Any, Offshore_Testers, 10.30.50.200;10.30.50.230, Any, obj_tcp_80;obj_tcp_6081, ['Any'], ['Any'], [], ALLOW, False, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Offshore Testing'}]]
45, DMZ3054_access_in_#1, DMZ3054, Any, any, BlockOut-EU_MIG, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Block List to INET SA 12.23.18'}]]
46, DMZ3054_access_in_#2, DMZ3054, Any, Tomcat-Servers-EU_MIG, Database-Servers-EU_MIG, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
47, DMZ3054_access_in_#3, DMZ3054, Any, Tomcat-Servers-EU_MIG, OpenAthens_1-EU_MIG, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' OpenAthens 443'}]]
48, DMZ3054_access_in_#4, DMZ3054, Any, Tomcat-Servers-EU_MIG, OpenAthens_2-EU_MIG, Any, OpenAthens, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' OpenAthens 5055 and 5057'}]]
49, DMZ3054_access_in_#5, DMZ3054, Any, 10.30.54.253;10.30.54.254;10.30.54.252, 10.1.101.78;10.1.101.79, Any, 49, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Waltham TACACS'}]]
50, DMZ3054_access_in_#6, DMZ3054, Any, ECWebAppServers-EU_MIG, 10.1.101.105;sharedapp03p;sepmgr01p, Any, Symantec-AV-Management-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' SA 6.22.18'}]]
51, DMZ3054_access_in_#7, DMZ3054, Any, ECWebAppServers-EU_MIG, 10.1.30.0/24, Any, Symantec-AV-Management-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
52, DMZ3054_access_in_#8, DMZ3054, Any, ecmon0905p-bk;ecweb0105p-bk;ecweb0205p-bk;App_Servers-EU_MIG, dc04p;utd-dc01;utd-dc02, Any, centrify, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': " Centrify comunication to Waltham DC's SA 7.8.16"}]]
53, DMZ3054_access_in_#9, DMZ3054, Any, App_Servers-EU_MIG;ecmon0905p-bk;ecweb0105p-bk;ecweb0205p-bk, cenrify01p, Any, obj_tcp_5063;obj_tcp_5555, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': " Centrify comunication to Waltham DC's SA 7.8.16"}]]
54, DMZ3054_access_in_#10, DMZ3054, Any, Tomcat-Servers-EU_MIG;ecweb0105p-bk;ecweb0205p-bk, Applog01p;splnk01p, Any, obj_tcp_6379;obj_tcp_8001, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Splunk and Applog01p Rule for JR'}]]
55, DMZ3054_access_in_#11, DMZ3054, Any, ecapp0505p, Applog01p, Any, 8090, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' ST'}]]
56, DMZ3054_access_in_#12, DMZ3054, Any, ECWebAppServers-EU_MIG, 10.1.120.2, Any, 25, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
57, DMZ3054_access_in_#13, DMZ3054, Any, ECWebAppServers-EU_MIG, Waltham_Central_DB_4.17.19-EU_MIG;oradb01p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
58, DMZ3054_access_in_#14, DMZ3054, Any, ECWebAppServers-EU_MIG, Waltham_Central_DB_4.17.19-EU_MIG;oradb02p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
59, DMZ3054_access_in_#15, DMZ3054, Any, ECWebAppServers-EU_MIG, netiqdb01p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, False, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
60, DMZ3054_access_in_#16, DMZ3054, Any, ECWebAppServers-EU_MIG, netiqcc01p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, False, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
61, DMZ3054_access_in_#17, DMZ3054, Any, ECWebAppServers-EU_MIG, netiqapp01p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
62, DMZ3054_access_in_#18, DMZ3054, Any, ECWebAppServers-EU_MIG, netiqapp02p, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
63, DMZ3054_access_in_#19, DMZ3054, Any, ECWebAppServers-EU_MIG, 10.1.30.0/24, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
64, DMZ3054_access_in_#20, DMZ3054, Any, ECWebAppServers-EU_MIG;dns_web_farm-EU_MIG;OpenShift_Cluster-FF-NFS, NetIQSystems-EU_MIG, Any, NetIQ-EU_MIG, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' NetIQ_6.25.15 - New SA 9.6.19'}, {'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' SA 11.20.19'}]]
65, DMZ3054_access_in_#21, DMZ3054, Any, 10.30.54.0/24, any, Any, 53;53;123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' to allow out bound DNS requests to public DNS servers'}]]
66, DMZ3054_access_in_#22, DMZ3054, Any, 10.30.54.0/24, Nagios_Servers-EU_MIG, Any, obj_tcp_5567;obj_tcp_5666;obj_tcp_80;obj_tcp_22;obj_tcp_12489;obj_tcp_161, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' For 3054 to Waltham Nagios'}]]
67, DMZ3054_access_in_#23, DMZ3054, Any, ECWebAppServers-EU_MIG, utd-dc01, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
68, DMZ3054_access_in_#24, DMZ3054, Any, ECWebAppServers-EU_MIG, utd-dc02, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
69, DMZ3054_access_in_#25, DMZ3054, Any, ECWebAppServers-EU_MIG, NTP_Servers-EU_MIG, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Germany Web / App Servers to Waltham Linux NTP Source'}]]
70, DMZ3054_access_in_#26, DMZ3054, Any, ECWebAppServers-EU_MIG, WalthamDNSServers-EU_MIG, Any, 53, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
71, DMZ3054_access_in_#27, DMZ3054, Any, any, TechGroup-EU_MIG, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
72, DMZ3054_access_in_#28, DMZ3054, Any, 10.30.54.0/24, Waltham_Central_DB_4.17.19-EU_MIG;oradb03p, Any, Cisco-LMS-UDP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
73, DMZ3054_access_in_#29, DMZ3054, Any, 10.30.54.0/24, Waltham_Central_DB_4.17.19-EU_MIG;oradb03p, Any, Cisco-LMS-TCP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
74, DMZ3054_access_in_#30, DMZ3054, Any, 10.30.54.0/24, 10.1.101.105;sharedapp03p;sepmgr01p, Any, Dell_Open_Manage_SNMP_Traps, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Dell_Open_Manage_SNMP_Traps SA 6.22.18'}]]
75, DMZ3054_access_in_#31, DMZ3054, Any, 10.30.54.0/24, RH-Servers-EU_MIG, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
76, DMZ3054_access_in_#32, DMZ3054, Any, 10.30.54.0/24, RH-Servers-EU_MIG, Any, 80, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
77, DMZ3054_access_in_#33, DMZ3054, Any, 10.30.54.0/24, VerSignNetwork-EU_MIG, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
78, DMZ3054_access_in_#34, DMZ3054, Any, App_Servers-EU_MIG, Chase_Paymentech-EU_MIG, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Rule to allow 443 from App Servers to Chase Paymentech'}, {'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Rule to allow 443 and 80 from App Servers to Ovid Servers'}]]
79, DMZ3054_access_in_#35, DMZ3054, Any, Tomcat-Servers-EU_MIG, Database-Servers-EU_MIG, Any, 61616, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
80, DMZ3054_access_in_#36, DMZ3054, Any, Tomcat-Servers-EU_MIG, Database-Servers-EU_MIG, Any, 61617, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
81, DMZ3054_access_in_#37, DMZ3054, Any, Tomcat-Servers-EU_MIG, WalthamDBServers-EU_MIG, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
82, DMZ3054_access_in_#38, DMZ3054, Any, 10.30.54.0/24, AllWebNATs-EU_MIG, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
83, DMZ3054_access_in_#39, DMZ3054, Any, 10.30.54.0/24, AllWebNATs-EU_MIG, Any, 80, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
84, DMZ3054_access_in_#40, DMZ3054, Any, App_Servers-EU_MIG, OvidServerGroup-EU_MIG, Any, OvidServiceGroup, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
85, DMZ3054_access_in_#41, DMZ3054, Any, ecmon0905p-bk, utd-dc02, Any, 389, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' Ezproxy Server'}]]
86, DMZ3054_access_in_#42, DMZ3054, Any, EU-FPR-APPLIANCES, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T02:02:29.000+0000', 'comment': ' ips to waltham'}]]
