RuleName,RuleID,Hit Count,First Hit Time(EST),Last Hit Time(EST)
DMZ2056_access_in_#47,268438781,0, , 
DMZ2056_access_in_#48,268438782,0, , 
DMZ2056_access_in_#49,268438783,0, , 
DMZ2056_access_in_#50,268438784,894085436,2022-01-20T01:43:06Z,2024-01-18T19:03:56Z
DMZ2056_access_in_#51,268438785,0, , 
DMZ2056_access_in_#52,268438786,0, , 
DMZ2056_access_in_#53,268438787,0, , 
DMZ2056_access_in_#54,268438788,3045546,2022-01-20T01:43:42Z,2024-01-18T19:03:30Z
DMZ2056_access_in_#55,268438789,6546,2022-06-26T01:29:09Z,2024-01-18T01:53:32Z
DMZ2056_access_in_#56,268438790,35768486,2022-01-20T01:43:29Z,2024-01-18T19:03:21Z
DMZ2056_access_in_#57,268438791,0, , 
DMZ2056_access_in_#58,268438792,3,2022-04-04T00:54:46Z,2022-04-04T00:55:43Z
DMZ2056_access_in_#59,268438793,0, , 
DMZ2056_access_in_#60,268438794,0, , 
DMZ2056_access_in_#61,268438795,0, , 
DMZ2056_access_in_#62,268438796,0, , 
DMZ2056_access_in_#63,268438797,0, , 
DMZ2056_access_in_#64,268438798,0, , 
DMZ2056_access_in_#65,268438799,8766351,2022-01-20T01:43:07Z,2024-01-18T19:03:39Z
DMZ2056_access_in_#66,268438800,0, , 
DMZ2056_access_in_#67,268438801,2904555,2022-01-20T01:43:08Z,2024-01-18T19:03:41Z
DMZ2056_access_in_#68,268438802,0, , 
DMZ2056_access_in_#69,268438803,0, , 
DMZ2056_access_in_#70,268438804,3639,2022-01-20T01:44:53Z,2022-01-30T20:21:05Z
DMZ2056_access_in_#71,268438805,0, , 
DMZ2056_access_in_#72,268438806,0, , 
DMZ2056_access_in_#73,268438807,321,2022-01-22T18:00:46Z,2023-11-16T12:09:08Z
DMZ2056_access_in_#74,268438808,0, , 
DMZ2056_access_in_#75,268438809,0, , 
DMZ2056_access_in_#76,268438810,0, , 
DMZ2056_access_in_#77,268438811,0, , 
DMZ2056_access_in_#78,268438812,0, , 
DMZ2056_access_in_#79,268438813,0, , 
DMZ2056_access_in_#80,268438814,3,2022-02-07T17:18:29Z,2022-02-07T17:19:16Z
DMZ2056_access_in_#81,268438815,0, , 
DMZ2056_access_in_#82,268438816,0, , 
DMZ2056_access_in_#83,268438817,84936,2022-03-01T09:55:17Z,2024-01-10T20:51:43Z
DMZ2056_access_in_#84,268438818,0, , 
DMZ2056_access_in_#85,268438819,0, , 
DMZ2056_access_in_#86,268438820,2352723,2022-01-20T01:46:55Z,2024-01-18T09:50:59Z
DMZ2056_access_in_#87,268438821,0, , 
DMZ2056_access_in_#88,268438822,0, , 
DMZ2056_access_in_#89,268438823,0, , 
DMZ2056_access_in_#90,268438824,0, , 
DMZ2056_access_in_#91,268438825,0, , 
DMZ2056_access_in_#92,268438826,0, , 
DMZ2056_access_in_#93,268438827,0, , 
DMZ2056_access_in_#94,268438828,0, , 
DMZ2056_access_in_#95,268438829,0, , 
DMZ2056_access_in_#96,268438830,0, , 
DMZ2056_access_in_#97,268438831,0, , 
DMZ2056_access_in_#98,268438832,543404,2022-01-21T22:35:06Z,2024-01-18T18:21:47Z
DMZ2056_access_in_#99,268438833,0, , 
DMZ2056_access_in_#100,268438834,0, , 
DMZ2056_access_in_#101,268438835,0, , 
DMZ2056_access_in_#102,268438836,52,2022-01-22T09:00:56Z,2022-03-23T12:08:32Z
DMZ2056_access_in_#103,268438837,0, , 
DMZ2056_access_in_#103 (1),268439044,62725,2022-01-20T01:51:29Z,2024-01-18T19:03:48Z
DMZ2056_access_in_#104,268438838,0, , 
DMZ2056_access_in_#105,268438839,0, , 
DMZ2056_access_in_#106,268438840,0, , 
DMZ2056_access_in_#107,268438841,0, , 
DMZ2056_access_in_#108,268438842,1274169,2022-01-20T01:44:44Z,2024-01-18T19:03:29Z
DMZ2056_access_in_#109,268438843,0, , 
DMZ2056_access_in_#110,268438844,0, , 
DMZ2056_access_in_#111,268438845,0, , 
DMZ2056_access_in_#112,268438846,0, , 
DMZ2056_access_in_#113,268438847,0, , 
DMZ2056_access_in_#114,268438848,0, , 
DMZ2056_access_in_#115,268438849,0, , 
DMZ2056_access_in_#116,268438850,0, , 
DMZ2056_access_in_#117,268438851,0, , 
DMZ2056_access_in_#118,268438852,0, , 
DMZ2056_access_in_#119,268438853,0, , 
DMZ2056_access_in_#120,268438854,0, , 
DMZ2056_access_in_#121,268438855,2850,2022-01-24T21:14:56Z,2024-01-17T10:29:01Z
DMZ2056_access_in_#122,268438856,292,2022-02-03T02:43:31Z,2024-01-10T01:00:41Z
DMZ2056_access_in_#123,268438857,0, , 
DMZ2056_access_in_#124,268438858,0, , 
DMZ2056_access_in_#125,268438859,18460,2022-01-21T22:14:00Z,2022-12-04T01:28:35Z
DMZ2056_access_in_#126,268438860,0, , 
DMZ2056_access_in_#127,268438861,316,2022-01-22T05:20:32Z,2024-01-18T17:19:23Z
DMZ2056_access_in_#128,268438862,11743734,2022-02-28T21:44:10Z,2024-01-10T12:43:44Z
DMZ2056_access_in_#129,268438863,0, , 
DMZ2056_access_in_#130,268438864,0, , 
DMZ2056_access_in_#131,268438865,148956428,2022-01-20T01:43:06Z,2024-01-18T19:03:55Z
DMZ2056_access_in_#132,268438866,16261,2022-01-22T07:34:17Z,2024-01-18T10:44:06Z
DMZ2056_access_in_#133,268438867,58130,2022-01-22T02:01:39Z,2024-01-18T18:29:33Z
DMZ2056_access_in_#146,268442712,48,2023-10-27T09:35:10Z,2023-10-27T16:02:35Z
DMZ2056_access_in_#134,268438868,59,2022-01-22T01:29:19Z,2023-09-21T12:36:54Z
DMZ2056_access_in_#135,268438869,0, , 
DMZ2056_access_in_#136,268438870,0, , 
DMZ2056_access_in_#137,268438871,631123,2022-01-20T01:44:34Z,2024-01-18T18:54:34Z
DMZ2056_access_in_#138,268439039,0, , 
DMZ2056_access_in_#139,268439042,1319639,2022-01-23T21:24:19Z,2023-11-16T08:45:18Z
DMZ2056_access_in_#140,268440578,1424,2022-01-27T12:50:40Z,2024-01-18T00:43:43Z
DMZ2056_access_in_#141,268440579,3260078,2022-01-26T21:57:36Z,2023-10-18T11:51:32Z
DMZ2056_access_in_#142,268440580,4795,2022-01-28T06:07:04Z,2024-01-17T22:18:34Z
DMZ2056_access_in_#143,268440581,313,2022-01-26T22:04:28Z,2022-05-10T13:30:54Z
DMZ2056_access_in_#144,268440585,194505,2022-06-20T22:55:15Z,2024-01-18T19:00:19Z
DMZ2056_access_in_#145,268442710,0, , 
DMZ2056_access_in_#147,268442715,81105,2023-11-03T09:42:27Z,2024-01-18T16:09:04Z
DMZ2056_access_in_#148,268442714,0, , 
lims-test-environment,268442698,0, , 
inside-in_#1,268438872,0, , 
inside-in_#2,268438873,0, , 
inside-in_#3,268438874,0, , 
inside-in_#4,268438875,0, , 
inside-in_#5,268438876,0, , 
