#, name,sourceZones, destZones, sourceNetworks, destNetworks, sourcePorts,destPorts, URL, APP, VLAN, Action, Enable, ipsPolicy, variableSet, filePolicy, logBegin, logEnd, sendEventsToFMC, syslogConfig, TimeRangeObject, Comments
1, outside-in_#1, outside, Any, BlockOut, any, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, False, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' Block List from outside INET inbound SA 12.24.18'}]]
2, outside-in_#2, outside, Any, any, WebServers-INET, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, ['Not Applicable']
3, DMZ2056_FireCall_Layer_7, DMZ2056, Any, 10.20.56.0/24, any, Any, Any, ['Any'], ['HTTP', 'HTTPS'], [], ALLOW, False, NULL, Default-Set, NULL, True, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2023-11-17T08:00:30.000+0000', 'comment': 'firecalll implemented by yousef'}]]
4, outside-in_#3, outside, Any, any, WebServers-INET-Transweb, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' UTD China'}]]
5, outside-in_#4, outside, Any, any, WebServers-INET-Lexi_MobileEdge, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' Lexi_MobileEdge SA 2.11.19'}]]
6, outside-in_#5, outside, Any, any, Couchbase_GW_NY_VIP, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' Couchbase_GW_NY_VIP SA 11.18.20'}]]
7, outside-in_#6, outside, Any, 115.111.1.37;125.17.78.69;198.52.89.4;104.129.79.1;160.109.104.44;40.74.246.199;10.204.24.121;71.184.122.62;91.204.13.253;52.191.227.236;23.99.91.12;Akamai_Liveness_Agents;Taskflow;ep-portal.wkglobal.com, WebServers-INET-EditorialProxy, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' Editorial Proxy 4.7.17'}, {'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': '  YA  Editorial Proxy 11.27.18 '}, {'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' YA Editiorial Proxy 06.24.20'}, {'user': {'name': 'a-rezeh', 'type': 'User'}, 'date': '2023-09-01T10:03:34.000+0000', 'comment': 'IS-6647'}]]
8, outside-in_#7, outside, Any, any, WebServers-INET-Edacdsrv0103p, Any, 80, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' ACDS ICG Project 7.21.16'}]]
9, outside-in_#8, outside, Any, any, WebServers-INET-Mule, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' Mule https'}]]
10, outside-in_#9, outside, Any, any, WebServers-INET-LEXI, Any, 443, ['Any'], ['Any'], [], ALLOW, True, WA-INET, WA-INET, WA-File-Policy, False, True, True, True, NULL, [[{'user': {'name': 'a-yayyub', 'type': 'User'}, 'date': '2021-06-07T06:18:44.000+0000', 'comment': ' LEXI https'}]]
